date,state,cases_new,cases_import,cases_recovered,cases_active,cases_cluster
2020-01-25,Malaysia,4,4,0,4,0
2020-01-26,Malaysia,0,0,0,4,0
2020-01-27,Malaysia,0,0,0,4,0
2020-01-28,Malaysia,0,0,0,4,0
2020-01-29,Malaysia,3,3,0,7,0
2020-01-30,Malaysia,1,1,0,8,0
2020-01-31,Malaysia,0,0,0,8,0
2020-02-01,Malaysia,0,0,0,8,0
2020-02-02,Malaysia,0,0,0,8,0
2020-02-03,Malaysia,0,0,0,8,0
2020-02-04,Malaysia,2,2,0,10,0
2020-02-05,Malaysia,2,2,1,11,0
2020-02-06,Malaysia,2,1,0,13,0
2020-02-07,Malaysia,1,1,0,14,0
2020-02-08,Malaysia,1,1,1,14,0
2020-02-09,Malaysia,1,0,1,14,0
2020-02-10,Malaysia,1,1,0,15,0
2020-02-11,Malaysia,0,0,0,15,0
2020-02-12,Malaysia,0,0,0,15,0
2020-02-13,Malaysia,0,0,0,15,0
2020-02-14,Malaysia,1,1,4,12,0
2020-02-15,Malaysia,3,3,1,14,0
2020-02-16,Malaysia,0,0,0,14,0
2020-02-17,Malaysia,0,0,3,11,0
2020-02-18,Malaysia,0,0,2,9,0
2020-02-19,Malaysia,0,0,4,5,0
2020-02-20,Malaysia,0,0,0,5,0
2020-02-21,Malaysia,0,0,0,5,0
2020-02-22,Malaysia,0,0,1,4,0
2020-02-23,Malaysia,0,0,0,4,0
2020-02-24,Malaysia,0,0,2,2,0
2020-02-25,Malaysia,0,0,0,2,0
2020-02-26,Malaysia,0,0,0,2,0
2020-02-27,Malaysia,1,1,2,1,0
2020-02-28,Malaysia,2,2,0,3,0
2020-02-29,Malaysia,0,0,0,3,0
2020-03-01,Malaysia,4,1,0,7,0
2020-03-02,Malaysia,0,0,0,7,0
2020-03-03,Malaysia,7,1,0,14,0
2020-03-04,Malaysia,14,0,1,27,0
2020-03-05,Malaysia,5,0,0,32,0
2020-03-06,Malaysia,28,1,0,60,0
2020-03-07,Malaysia,10,2,1,69,0
2020-03-08,Malaysia,6,0,1,74,0
2020-03-09,Malaysia,18,2,1,91,0
2020-03-10,Malaysia,12,0,0,103,0
2020-03-11,Malaysia,20,3,1,122,2
2020-03-12,Malaysia,9,1,6,125,4
2020-03-13,Malaysia,39,1,0,164,34
2020-03-14,Malaysia,41,1,4,201,35
2020-03-15,Malaysia,190,2,5,386,175
2020-03-16,Malaysia,125,6,0,511,108
2020-03-17,Malaysia,120,3,7,622,109
2020-03-18,Malaysia,117,8,11,728,96
2020-03-19,Malaysia,110,5,15,823,85
2020-03-20,Malaysia,130,6,12,940,111
2020-03-21,Malaysia,153,11,27,1062,109
2020-03-22,Malaysia,123,21,25,1156,86
2020-03-23,Malaysia,212,29,20,1343,159
2020-03-24,Malaysia,106,19,24,1423,69
2020-03-25,Malaysia,172,35,16,1576,114
2020-03-26,Malaysia,235,27,16,1790,154
2020-03-27,Malaysia,130,19,44,1874,68
2020-03-28,Malaysia,159,22,61,1966,102
2020-03-29,Malaysia,150,17,68,2043,93
2020-03-30,Malaysia,156,16,90,2105,105
2020-03-31,Malaysia,140,17,58,2182,80
2020-04-01,Malaysia,142,15,108,2214,70
2020-04-02,Malaysia,208,36,122,2298,99
2020-04-03,Malaysia,217,21,60,2450,129
2020-04-04,Malaysia,150,17,88,2509,109
2020-04-05,Malaysia,179,21,90,2596,95
2020-04-06,Malaysia,131,19,236,2489,80
2020-04-07,Malaysia,170,19,80,2578,77
2020-04-08,Malaysia,156,20,166,2567,61
2020-04-09,Malaysia,109,20,121,2553,53
2020-04-10,Malaysia,118,20,222,2446,56
2020-04-11,Malaysia,184,10,165,2462,114
2020-04-12,Malaysia,153,14,113,2497,86
2020-04-13,Malaysia,134,8,168,2462,69
2020-04-14,Malaysia,170,12,202,2427,115
2020-04-15,Malaysia,85,4,169,2341,51
2020-04-16,Malaysia,110,3,119,2330,49
2020-04-17,Malaysia,69,6,201,2197,37
2020-04-18,Malaysia,54,6,135,2116,36
2020-04-19,Malaysia,84,48,95,2104,17
2020-04-20,Malaysia,36,13,98,2041,5
2020-04-21,Malaysia,57,18,54,2042,15
2020-04-22,Malaysia,50,5,103,1987,24
2020-04-23,Malaysia,71,20,90,1967,42
2020-04-24,Malaysia,88,15,121,1933,67
2020-04-25,Malaysia,51,4,99,1883,40
2020-04-26,Malaysia,38,5,100,1821,25
2020-04-27,Malaysia,40,5,95,1765,17
2020-04-28,Malaysia,31,10,75,1720,7
2020-04-29,Malaysia,94,72,55,1758,13
2020-04-30,Malaysia,57,26,84,1729,8
2020-05-01,Malaysia,69,12,39,1759,5
2020-05-02,Malaysia,105,11,116,1747,53
2020-05-03,Malaysia,122,52,87,1781,21
2020-05-04,Malaysia,55,7,71,1765,27
2020-05-05,Malaysia,30,1,83,1710,22
2020-05-06,Malaysia,45,1,135,1620,28
2020-05-07,Malaysia,39,1,74,1584,27
2020-05-08,Malaysia,68,4,88,1564,57
2020-05-09,Malaysia,54,1,65,1552,31
2020-05-10,Malaysia,67,0,96,1522,47
2020-05-11,Malaysia,70,13,88,1504,3
2020-05-12,Malaysia,16,3,110,1409,2
2020-05-13,Malaysia,37,4,58,1386,25
2020-05-14,Malaysia,40,0,70,1356,5
2020-05-15,Malaysia,36,1,88,1304,14
2020-05-16,Malaysia,17,6,73,1248,0
2020-05-17,Malaysia,22,5,59,1211,12
2020-05-18,Malaysia,47,21,44,1213,2
2020-05-19,Malaysia,37,2,31,1219,1
2020-05-20,Malaysia,31,10,60,1190,0
2020-05-21,Malaysia,50,3,90,1149,0
2020-05-22,Malaysia,78,26,63,1164,13
2020-05-23,Malaysia,48,4,53,1159,2
2020-05-24,Malaysia,60,7,33,1186,8
2020-05-25,Malaysia,172,5,34,1324,0
2020-05-26,Malaysia,187,10,62,1449,0
2020-05-27,Malaysia,15,6,42,1422,0
2020-05-28,Malaysia,10,0,86,1346,0
2020-05-29,Malaysia,103,7,66,1383,1
2020-05-30,Malaysia,30,3,95,1318,4
2020-05-31,Malaysia,57,10,23,1352,17
2020-06-01,Malaysia,38,26,51,1339,1
2020-06-02,Malaysia,20,15,66,1293,0
2020-06-03,Malaysia,93,0,61,1325,0
2020-06-04,Malaysia,277,2,28,1573,1
2020-06-05,Malaysia,19,7,51,1540,1
2020-06-06,Malaysia,37,8,25,1552,2
2020-06-07,Malaysia,19,6,39,1532,0
2020-06-08,Malaysia,7,2,20,1519,2
2020-06-09,Malaysia,7,6,281,1245,0
2020-06-10,Malaysia,2,1,39,1207,0
2020-06-11,Malaysia,31,11,51,1186,1
2020-06-12,Malaysia,33,16,103,1114,0
2020-06-13,Malaysia,43,5,143,1014,1
2020-06-14,Malaysia,8,2,35,987,1
2020-06-15,Malaysia,41,3,54,974,5
2020-06-16,Malaysia,11,1,333,652,4
2020-06-17,Malaysia,10,0,140,522,6
2020-06-18,Malaysia,14,3,127,409,2
2020-06-19,Malaysia,6,2,70,345,1
2020-06-20,Malaysia,21,2,76,290,9
2020-06-21,Malaysia,16,3,10,296,2
2020-06-22,Malaysia,15,2,21,290,0
2020-06-23,Malaysia,3,0,9,284,2
2020-06-24,Malaysia,6,2,45,245,2
2020-06-25,Malaysia,4,3,40,209,0
2020-06-26,Malaysia,6,5,23,192,0
2020-06-27,Malaysia,10,4,14,188,0
2020-06-28,Malaysia,18,4,10,196,0
2020-06-29,Malaysia,3,1,16,183,0
2020-06-30,Malaysia,2,1,20,165,0
2020-07-01,Malaysia,1,1,21,145,0
2020-07-02,Malaysia,3,1,62,86,1
2020-07-03,Malaysia,5,3,9,82,0
2020-07-04,Malaysia,10,7,15,77,0
2020-07-05,Malaysia,5,3,4,78,0
2020-07-06,Malaysia,5,3,11,72,1
2020-07-07,Malaysia,6,4,5,73,0
2020-07-08,Malaysia,3,3,5,71,0
2020-07-09,Malaysia,6,6,13,64,0
2020-07-10,Malaysia,13,8,12,64,0
2020-07-11,Malaysia,8,4,4,68,0
2020-07-12,Malaysia,14,3,4,78,0
2020-07-13,Malaysia,7,6,1,84,1
2020-07-14,Malaysia,4,4,4,84,0
2020-07-15,Malaysia,5,1,2,87,2
2020-07-16,Malaysia,3,1,12,78,2
2020-07-17,Malaysia,18,10,3,92,8
2020-07-18,Malaysia,9,4,5,96,0
2020-07-19,Malaysia,15,4,7,104,5
2020-07-20,Malaysia,21,6,2,123,13
2020-07-21,Malaysia,15,4,7,131,0
2020-07-22,Malaysia,16,8,4,143,0
2020-07-23,Malaysia,9,3,8,144,0
2020-07-24,Malaysia,21,5,3,162,2
2020-07-25,Malaysia,23,6,17,168,2
2020-07-26,Malaysia,13,3,6,174,0
2020-07-27,Malaysia,7,4,1,180,0
2020-07-28,Malaysia,39,11,6,213,1
2020-07-29,Malaysia,13,8,5,220,0
2020-07-30,Malaysia,8,3,5,223,0
2020-07-31,Malaysia,12,5,27,208,0
2020-08-01,Malaysia,9,7,3,214,0
2020-08-02,Malaysia,14,1,17,211,0
2020-08-03,Malaysia,2,0,4,209,0
2020-08-04,Malaysia,1,0,16,194,0
2020-08-05,Malaysia,21,15,18,197,0
2020-08-06,Malaysia,15,5,11,201,0
2020-08-07,Malaysia,25,9,15,211,1
2020-08-08,Malaysia,7,6,47,171,0
2020-08-09,Malaysia,13,9,9,175,1
2020-08-10,Malaysia,11,5,19,167,0
2020-08-11,Malaysia,9,5,6,170,0
2020-08-12,Malaysia,11,8,8,173,2
2020-08-13,Malaysia,15,4,4,184,9
2020-08-14,Malaysia,20,7,7,197,13
2020-08-15,Malaysia,26,3,3,220,16
2020-08-16,Malaysia,25,16,28,217,6
2020-08-17,Malaysia,12,2,17,212,9
2020-08-18,Malaysia,7,4,26,193,3
2020-08-19,Malaysia,16,4,23,186,11
2020-08-20,Malaysia,5,5,7,184,0
2020-08-21,Malaysia,9,4,13,180,3
2020-08-22,Malaysia,8,3,4,184,5
2020-08-23,Malaysia,10,8,10,184,2
2020-08-24,Malaysia,7,2,6,185,0
2020-08-25,Malaysia,11,2,6,190,6
2020-08-26,Malaysia,6,1,7,189,5
2020-08-27,Malaysia,5,2,16,178,0
2020-08-28,Malaysia,10,8,36,152,2
2020-08-29,Malaysia,11,10,8,154,0
2020-08-30,Malaysia,17,15,10,160,1
2020-08-31,Malaysia,6,4,6,160,2
2020-09-01,Malaysia,14,5,21,152,9
2020-09-02,Malaysia,6,4,4,154,1
2020-09-03,Malaysia,14,4,4,164,8
2020-09-04,Malaysia,11,7,9,166,3
2020-09-05,Malaysia,6,4,21,151,1
2020-09-06,Malaysia,6,3,2,155,2
2020-09-07,Malaysia,62,6,9,208,54
2020-09-08,Malaysia,100,15,12,296,85
2020-09-09,Malaysia,24,6,7,313,17
2020-09-10,Malaysia,45,1,24,334,43
2020-09-11,Malaysia,182,1,14,502,181
2020-09-12,Malaysia,58,5,8,552,53
2020-09-13,Malaysia,47,2,7,592,24
2020-09-14,Malaysia,31,3,7,615,19
2020-09-15,Malaysia,23,10,6,632,13
2020-09-16,Malaysia,62,1,26,668,51
2020-09-17,Malaysia,21,5,15,674,9
2020-09-18,Malaysia,95,4,14,754,87
2020-09-19,Malaysia,20,3,51,722,10
2020-09-20,Malaysia,52,12,40,734,33
2020-09-21,Malaysia,57,6,40,751,39
2020-09-22,Malaysia,82,10,168,664,67
2020-09-23,Malaysia,147,4,39,771,130
2020-09-24,Malaysia,72,2,64,779,63
2020-09-25,Malaysia,110,4,30,859,95
2020-09-26,Malaysia,82,3,89,851,64
2020-09-27,Malaysia,150,4,50,950,124
2020-09-28,Malaysia,115,3,54,1010,96
2020-09-29,Malaysia,101,4,50,1061,66
2020-09-30,Malaysia,89,3,28,1122,41
2020-10-01,Malaysia,260,1,47,1335,212
2020-10-02,Malaysia,287,0,81,1539,205
2020-10-03,Malaysia,317,0,121,1734,185
2020-10-04,Malaysia,293,1,67,1958,179
2020-10-05,Malaysia,432,3,57,2330,325
2020-10-06,Malaysia,691,3,87,2933,487
2020-10-07,Malaysia,489,2,74,3345,230
2020-10-08,Malaysia,375,4,18,3697,128
2020-10-09,Malaysia,354,2,188,3859,167
2020-10-10,Malaysia,374,2,73,4157,157
2020-10-11,Malaysia,561,8,133,4582,152
2020-10-12,Malaysia,563,1,109,5033,293
2020-10-13,Malaysia,660,2,350,5339,284
2020-10-14,Malaysia,660,6,233,5762,297
2020-10-15,Malaysia,589,3,409,5940,297
2020-10-16,Malaysia,629,2,245,6318,196
2020-10-17,Malaysia,869,0,302,6879,449
2020-10-18,Malaysia,871,5,701,7047,298
2020-10-19,Malaysia,865,7,455,7450,378
2020-10-20,Malaysia,862,2,634,7674,419
2020-10-21,Malaysia,732,8,580,7819,219
2020-10-22,Malaysia,847,5,486,8169,408
2020-10-23,Malaysia,710,1,467,8403,356
2020-10-24,Malaysia,1228,11,671,8957,789
2020-10-25,Malaysia,823,0,579,9195,404
2020-10-26,Malaysia,1240,2,691,9742,752
2020-10-27,Malaysia,835,5,674,9901,404
2020-10-28,Malaysia,801,2,573,10119,284
2020-10-29,Malaysia,649,7,685,10079,275
2020-10-30,Malaysia,799,0,491,10384,392
2020-10-31,Malaysia,659,1,1000,10038,281
2020-11-01,Malaysia,957,0,972,10020,396
2020-11-02,Malaysia,834,3,900,9952,299
2020-11-03,Malaysia,1054,14,875,10129,589
2020-11-04,Malaysia,1032,3,820,10340,414
2020-11-05,Malaysia,1009,9,839,10504,424
2020-11-06,Malaysia,1755,3,726,11531,1148
2020-11-07,Malaysia,1168,0,1029,11667,679
2020-11-08,Malaysia,852,13,825,11690,345
2020-11-09,Malaysia,972,5,1345,11309,573
2020-11-10,Malaysia,869,1,725,11447,471
2020-11-11,Malaysia,822,7,769,11498,503
2020-11-12,Malaysia,919,3,996,11420,582
2020-11-13,Malaysia,1304,4,900,11823,838
2020-11-14,Malaysia,1114,2,803,12132,754
2020-11-15,Malaysia,1208,6,1013,12324,835
2020-11-16,Malaysia,1103,1,821,12602,795
2020-11-17,Malaysia,1210,19,1018,12789,926
2020-11-18,Malaysia,660,4,630,12815,456
2020-11-19,Malaysia,1290,5,878,13223,977
2020-11-20,Malaysia,958,5,956,13222,573
2020-11-21,Malaysia,1041,2,1405,12855,671
2020-11-22,Malaysia,1096,6,1104,12844,767
2020-11-23,Malaysia,1884,2,883,13843,1572
2020-11-24,Malaysia,2188,0,1673,14354,1896
2020-11-25,Malaysia,970,5,2348,12972,685
2020-11-26,Malaysia,935,4,2555,11349,536
2020-11-27,Malaysia,1109,10,1148,11308,662
2020-11-28,Malaysia,1315,5,1110,11509,974
2020-11-29,Malaysia,1309,1,1333,11482,953
2020-11-30,Malaysia,1212,9,2112,10579,749
2020-12-01,Malaysia,1472,5,1552,10497,1153
2020-12-02,Malaysia,851,4,658,10688,444
2020-12-03,Malaysia,1075,3,948,10804,648
2020-12-04,Malaysia,1141,3,1144,10801,666
2020-12-05,Malaysia,1123,5,1143,10777,638
2020-12-06,Malaysia,1335,3,1069,11040,870
2020-12-07,Malaysia,1600,3,1033,11605,1038
2020-12-08,Malaysia,1012,7,1750,10863,444
2020-12-09,Malaysia,959,6,1068,10749,535
2020-12-10,Malaysia,2234,5,1112,11868,1790
2020-12-11,Malaysia,1810,11,937,12735,1361
2020-12-12,Malaysia,1937,2,911,13752,1461
2020-12-13,Malaysia,1229,2,1309,13668,746
2020-12-14,Malaysia,1371,1,1204,13831,870
2020-12-15,Malaysia,1772,12,1084,14516,1039
2020-12-16,Malaysia,1295,10,1052,14752,776
2020-12-17,Malaysia,1220,6,1297,14672,628
2020-12-18,Malaysia,1683,8,1214,15141,893
2020-12-19,Malaysia,1153,2,998,15295,651
2020-12-20,Malaysia,1340,3,1067,15564,791
2020-12-21,Malaysia,2018,7,1084,16497,1436
2020-12-22,Malaysia,2062,4,911,17647,1444
2020-12-23,Malaysia,1348,16,710,18280,764
2020-12-24,Malaysia,1581,2,1085,18774,847
2020-12-25,Malaysia,1247,2,1441,18577,547
2020-12-26,Malaysia,2335,11,874,20036,1567
2020-12-27,Malaysia,1196,5,997,20234,508
2020-12-28,Malaysia,1594,3,1181,20644,743
2020-12-29,Malaysia,1925,10,1123,21444,1098
2020-12-30,Malaysia,1870,2,745,22563,920
2020-12-31,Malaysia,2525,13,1481,23599,1505
2021-01-01,Malaysia,2068,2,2230,23434,944
2021-01-02,Malaysia,2295,9,3321,22399,1091
2021-01-03,Malaysia,1704,5,2726,21366,588
2021-01-04,Malaysia,1741,8,1010,22090,618
2021-01-05,Malaysia,2027,16,1221,22885,776
2021-01-06,Malaysia,2593,4,1129,24348,1603
2021-01-07,Malaysia,3027,6,2145,25222,1532
2021-01-08,Malaysia,2643,2,2708,25141,1162
2021-01-09,Malaysia,2451,5,1401,26186,977
2021-01-10,Malaysia,2433,7,1277,27333,751
2021-01-11,Malaysia,2232,5,1006,28555,788
2021-01-12,Malaysia,3309,6,1469,30391,1460
2021-01-13,Malaysia,2985,2,994,32378,1076
2021-01-14,Malaysia,3337,7,1710,33990,1365
2021-01-15,Malaysia,3211,5,1939,35254,1300
2021-01-16,Malaysia,4029,8,2148,37127,1425
2021-01-17,Malaysia,3339,15,2676,37783,1326
2021-01-18,Malaysia,3306,7,2293,38792,1195
2021-01-19,Malaysia,3631,7,2944,39465,1088
2021-01-20,Malaysia,4008,5,2374,41088,1432
2021-01-21,Malaysia,3170,8,2490,41756,720
2021-01-22,Malaysia,3631,6,2554,42815,933
2021-01-23,Malaysia,4275,11,4313,42770,1015
2021-01-24,Malaysia,3346,7,4427,41678,1086
2021-01-25,Malaysia,3048,8,3638,41077,757
2021-01-26,Malaysia,3585,2,4076,40575,742
2021-01-27,Malaysia,3680,6,1858,42390,1425
2021-01-28,Malaysia,4094,8,3281,43193,823
2021-01-29,Malaysia,5725,7,3423,45479,1790
2021-01-30,Malaysia,5728,5,3805,47389,1741
2021-01-31,Malaysia,5298,3,4522,48151,1678
2021-02-01,Malaysia,4214,9,4280,48075,1267
2021-02-02,Malaysia,3455,5,3661,47848,1345
2021-02-03,Malaysia,4284,6,3804,48310,1792
2021-02-04,Malaysia,4571,3,4092,48772,1793
2021-02-05,Malaysia,3391,4,3392,48752,1108
2021-02-06,Malaysia,3847,4,1692,50895,1486
2021-02-07,Malaysia,3731,8,3369,51242,1604
2021-02-08,Malaysia,3100,1,2340,51978,1547
2021-02-09,Malaysia,2764,6,3887,50842,935
2021-02-10,Malaysia,3288,5,1929,52187,1500
2021-02-11,Malaysia,3384,15,3774,51796,1631
2021-02-12,Malaysia,3318,7,3505,51591,1716
2021-02-13,Malaysia,3499,1,3515,51569,1611
2021-02-14,Malaysia,2464,3,4525,49500,857
2021-02-15,Malaysia,2176,1,4521,47144,689
2021-02-16,Malaysia,2720,0,5718,44137,1581
2021-02-17,Malaysia,2998,7,5709,41403,1589
2021-02-18,Malaysia,2712,4,5320,38794,1303
2021-02-19,Malaysia,2936,9,4889,36802,1435
2021-02-20,Malaysia,2461,0,4782,34472,1173
2021-02-21,Malaysia,3297,6,4456,33307,2082
2021-02-22,Malaysia,2192,3,3414,32078,1084
2021-02-23,Malaysia,2468,4,4055,30471,1113
2021-02-24,Malaysia,3545,1,3331,30673,2483
2021-02-25,Malaysia,1924,6,3752,28832,705
2021-02-26,Malaysia,2253,7,3085,27990,1136
2021-02-27,Malaysia,2364,1,3320,27024,1100
2021-02-28,Malaysia,2437,1,3251,26201,1404
2021-03-01,Malaysia,1828,7,2486,25538,962
2021-03-02,Malaysia,1555,3,2528,24559,604
2021-03-03,Malaysia,1745,2,2276,24021,867
2021-03-04,Malaysia,2063,9,2922,23157,897
2021-03-05,Malaysia,2154,5,3275,22030,1021
2021-03-06,Malaysia,1680,3,2548,21155,650
2021-03-07,Malaysia,1683,10,2506,20329,649
2021-03-08,Malaysia,1529,9,2076,19774,361
2021-03-09,Malaysia,1280,2,2345,18700,530
2021-03-10,Malaysia,1448,10,2137,18006,765
2021-03-11,Malaysia,1647,5,2104,17540,664
2021-03-12,Malaysia,1575,7,2042,17070,444
2021-03-13,Malaysia,1470,12,1830,16707,518
2021-03-14,Malaysia,1354,14,1782,16275,431
2021-03-15,Malaysia,1208,9,1973,15507,430
2021-03-16,Malaysia,1063,4,1365,15200,426
2021-03-17,Malaysia,1219,7,1346,15071,607
2021-03-18,Malaysia,1213,6,1503,14778,488
2021-03-19,Malaysia,1576,11,1996,14356,944
2021-03-20,Malaysia,1671,2,1585,14438,744
2021-03-21,Malaysia,1327,11,1247,14514,632
2021-03-22,Malaysia,1116,8,1495,14130,597
2021-03-23,Malaysia,1384,9,1058,14455,762
2021-03-24,Malaysia,1268,5,1083,14638,614
2021-03-25,Malaysia,1360,1,1491,14505,591
2021-03-26,Malaysia,1275,32,1509,14270,509
2021-03-27,Malaysia,1199,5,1257,14210,494
2021-03-28,Malaysia,1302,9,1127,14381,650
2021-03-29,Malaysia,941,8,1097,14220,345
2021-03-30,Malaysia,1133,8,1148,14201,550
2021-03-31,Malaysia,1482,2,1070,14605,849
2021-04-01,Malaysia,1178,20,1377,14400,462
2021-04-02,Malaysia,1294,26,1442,14247,551
2021-04-03,Malaysia,1638,7,1449,14433,898
2021-04-04,Malaysia,1349,7,1270,14510,654
2021-04-05,Malaysia,1070,9,1294,14279,367
2021-04-06,Malaysia,1300,24,1412,14162,563
2021-04-07,Malaysia,1139,13,1199,14098,450
2021-04-08,Malaysia,1285,17,1175,14204,438
2021-04-09,Malaysia,1854,20,1247,14806,681
2021-04-10,Malaysia,1510,5,1248,15060,466
2021-04-11,Malaysia,1739,8,1216,15575,742
2021-04-12,Malaysia,1317,12,1052,15836,456
2021-04-13,Malaysia,1767,9,1290,16301,668
2021-04-14,Malaysia,1889,6,1485,16697,689
2021-04-15,Malaysia,2148,19,1259,17576,896
2021-04-16,Malaysia,2551,29,1524,18601,990
2021-04-17,Malaysia,2331,12,1832,19095,659
2021-04-18,Malaysia,2195,10,1427,19855,791
2021-04-19,Malaysia,2078,13,1402,20523,628
2021-04-20,Malaysia,2341,7,1592,21269,598
2021-04-21,Malaysia,2340,12,1910,21688,759
2021-04-22,Malaysia,2875,29,2541,22015,983
2021-04-23,Malaysia,2847,4,2341,22513,751
2021-04-24,Malaysia,2717,27,2292,22927,671
2021-04-25,Malaysia,2690,10,1853,23754,846
2021-04-26,Malaysia,2776,4,1803,24714,806
2021-04-27,Malaysia,2733,5,2019,25415,721
2021-04-28,Malaysia,3142,13,1822,26720,677
2021-04-29,Malaysia,3332,9,1943,28094,690
2021-04-30,Malaysia,3788,2,2640,29228,1069
2021-05-01,Malaysia,2881,16,2462,29632,873
2021-05-02,Malaysia,3418,10,2698,30340,1084
2021-05-03,Malaysia,2500,4,2068,30754,737
2021-05-04,Malaysia,3120,6,2334,31517,839
2021-05-05,Malaysia,3744,7,2304,32940,743
2021-05-06,Malaysia,3551,16,2709,33763,924
2021-05-07,Malaysia,4498,5,3449,34790,1132
2021-05-08,Malaysia,4519,5,2719,36565,993
2021-05-09,Malaysia,3733,6,3211,37061,856
2021-05-10,Malaysia,3807,5,3454,37397,782
2021-05-11,Malaysia,3973,5,2848,38500,1001
2021-05-12,Malaysia,4765,7,3124,40102,1004
2021-05-13,Malaysia,4855,3,3347,41583,1062
2021-05-14,Malaysia,4113,1,4190,41472,994
2021-05-15,Malaysia,4140,9,3432,42136,999
2021-05-16,Malaysia,3780,2,3990,41890,914
2021-05-17,Malaysia,4446,3,2784,43507,852
2021-05-18,Malaysia,4865,5,3497,44828,867
2021-05-19,Malaysia,6075,3,3516,47341,1547
2021-05-20,Malaysia,6806,2,3916,50172,1594
2021-05-21,Malaysia,6493,2,4508,52107,1243
2021-05-22,Malaysia,6320,3,4694,53683,1318
2021-05-23,Malaysia,6976,9,3587,57023,1586
2021-05-24,Malaysia,6509,26,3452,60019,1481
2021-05-25,Malaysia,7289,4,3789,63459,1388
2021-05-26,Malaysia,7478,5,4665,66209,1288
2021-05-27,Malaysia,7857,9,4598,69409,1495
2021-05-28,Malaysia,8290,2,4814,72824,1842
2021-05-29,Malaysia,9020,6,5527,76219,1704
2021-05-30,Malaysia,6999,4,5121,78018,1366
2021-05-31,Malaysia,6824,3,5251,79524,1331
2021-06-01,Malaysia,7105,2,6083,80475,1362
2021-06-02,Malaysia,7703,2,5777,82275,1434
2021-06-03,Malaysia,8209,64,7049,83332,1820
2021-06-04,Malaysia,7748,2,6624,84370,1708
2021-06-05,Malaysia,7452,8,6105,85608,1727
2021-06-06,Malaysia,6241,14,5133,86629,1290
2021-06-07,Malaysia,5271,14,7548,84270,1113
2021-06-08,Malaysia,5566,4,6962,82798,1522
2021-06-09,Malaysia,6239,11,7386,81576,1397
2021-06-10,Malaysia,5671,8,7325,79849,1453
2021-06-11,Malaysia,6849,4,7749,78865,2429
2021-06-12,Malaysia,5793,6,8334,76248,1517
2021-06-13,Malaysia,5304,5,8163,73325,1622
2021-06-14,Malaysia,4949,6,6588,71626,1458
2021-06-15,Malaysia,5419,6,6831,70113,1591
2021-06-16,Malaysia,5150,3,7240,67950,1141
2021-06-17,Malaysia,5738,3,7530,66098,1692
2021-06-18,Malaysia,6440,5,6861,65603,2338
2021-06-19,Malaysia,5911,1,6918,64524,2192
2021-06-20,Malaysia,5293,7,5941,63816,1835
2021-06-21,Malaysia,4611,8,5439,62919,1783
2021-06-22,Malaysia,4743,2,5557,62028,1469
2021-06-23,Malaysia,5244,7,6372,60817,1704
2021-06-24,Malaysia,5841,8,5411,61163,1881
2021-06-25,Malaysia,5812,32,6775,60118,2146
2021-06-26,Malaysia,5803,10,5193,60647,2060
2021-06-27,Malaysia,5586,3,4777,61396,2131
2021-06-28,Malaysia,5218,7,4744,61813,1770
2021-06-29,Malaysia,6437,14,5298,62845,2351
2021-06-30,Malaysia,6276,16,4929,64130,1685
2021-07-01,Malaysia,6988,5,5580,65454,2268
2021-07-02,Malaysia,6982,3,6278,66085,2198
2021-07-03,Malaysia,6658,11,5677,66959,1917
2021-07-04,Malaysia,6045,20,5271,67670,1799
2021-07-05,Malaysia,6387,26,4532,69448,1947
2021-07-06,Malaysia,7654,11,4797,72202,2463
2021-07-07,Malaysia,7097,26,4863,74345,2106
2021-07-08,Malaysia,8868,10,5802,77276,2704
2021-07-09,Malaysia,9180,7,5713,80666,2343
2021-07-10,Malaysia,9353,11,5910,84022,3016
2021-07-11,Malaysia,9105,18,5194,87843,2199
2021-07-12,Malaysia,8574,40,5041,91273,1843
2021-07-13,Malaysia,11079,27,5990,96237,2700
2021-07-14,Malaysia,11618,26,6377,101360,2304
2021-07-15,Malaysia,13215,13,6095,108370,2828
2021-07-16,Malaysia,12541,16,6742,114054,2785
2021-07-17,Malaysia,12528,19,6629,119815,3206
2021-07-18,Malaysia,10710,12,5778,124594,2164
2021-07-19,Malaysia,10972,48,6439,128998,2480
2021-07-20,Malaysia,12366,8,7567,133704,2650
2021-07-21,Malaysia,11985,7,7902,137588,2149
2021-07-22,Malaysia,13034,25,8436,142052,2589
2021-07-23,Malaysia,15573,32,10094,147387,2214
2021-07-24,Malaysia,15902,26,9471,153634,2922
2021-07-25,Malaysia,17045,6,9683,160904,3134
2021-07-26,Malaysia,14516,3,9371,165842,2902
2021-07-27,Malaysia,16117,26,11526,170226,2958
2021-07-28,Malaysia,17405,6,12373,175115,2951
2021-07-29,Malaysia,17170,32,12930,179181,2423
2021-07-30,Malaysia,16840,17,12179,183708,3075
2021-07-31,Malaysia,17786,9,11718,189611,3046
2021-08-01,Malaysia,17150,1,11326,195275,3000
2021-08-02,Malaysia,15764,6,11767,199053,2625
2021-08-03,Malaysia,17105,37,12297,203666,2400
2021-08-04,Malaysia,19819,23,12704,210524,2953
2021-08-05,Malaysia,20596,34,13893,217063,3084
2021-08-06,Malaysia,20889,13,16394,221398,2657
